AUC	accuracy	kappa	MCC	F1_score	sensitivity	specificity	precision	PPV	NPV
0.938480460410285	0.872053872053872	0.739184692179701	0.73946342461255	0.887573964497041	0.87719298245614	0.865079365079365	0.898203592814371	0.898203592814371	0.838461538461538
