AUC	accuracy	kappa	MCC	F1_score	sensitivity	specificity	precision	PPV	NPV
0.928792175683537	0.864300626304802	0.716745967485148	0.716752773093261	0.829396325459318	0.827225130890052	0.888888888888889	0.831578947368421	0.831578947368421	0.885813148788927
